Distributor Area,Origin Area,Origin Latitude,Longitude_x,Destination Area,Destination Latitude,Destination Longitude,Volume (CS),Distance_km
Sulawesi,Kendari,-0.396513,12.250127,Bulukumba,-0.525188,12.015831,100,29.709460537269674
Sulawesi,Makassar,-0.510404,11.946298,Bulukumba,-0.525188,12.015831,100,7.910811597798234
Sulawesi,Manado,0.149518,12.486597,Bulukumba,-0.525188,12.015831,100,91.17124500694528
Sulawesi,Palu,-0.8232,11.988515,Bulukumba,-0.525188,12.015831,100,33.09249086939561
Sulawesi,Bau-Bau,-0.548159,122.58,Bulukumba,-0.525188,12.015831,100,12307.142128246349
Sulawesi,Bone,-0.455181,1.203264,Bulukumba,-0.525188,12.015831,100,1203.6303850900558
Sulawesi,Gorontalo,0.62005,12.302368,Bulukumba,-0.525188,12.015831,100,130.5892036040671
Sulawesi,Luwuk,-0.96424,12.278153,Bulukumba,-0.525188,12.015831,100,56.65232576826975
Sulawesi,Mamuju,-0.268747,11.889864,Bulukumba,-0.525188,12.015831,100,31.633432521563915
Sulawesi,Palopo,-0.300675,12.020264,Bulukumba,-0.525188,12.015831,100,24.830279606389176
Sulawesi,Pare-Pare,-0.397929,11.965472,Bulukumba,-0.525188,12.015831,100,15.147075514571553
Sulawesi,Poso,-0.138101,12.076128,Bulukumba,-0.525188,12.015831,100,43.32497403046259
Bali Nusra,Lombok,-0.859373,11.615876,Denpasar,-0.863955,11.520248,1000,10.656115923185178
Sulawesi,Kendari,-0.396513,12.250127,Gorontalo,0.62005,12.302368,500,112.55608073930988
Sulawesi,Makassar,-0.510404,11.946298,Gorontalo,0.62005,12.302368,500,131.133044585853
Sulawesi,Manado,0.149518,12.486597,Gorontalo,0.62005,12.302368,500,55.92459507689211
Sulawesi,Palu,-0.8232,11.988515,Gorontalo,0.62005,12.302368,500,163.36589662779903
Sulawesi,Bau-Bau,-0.548159,122.58,Gorontalo,0.62005,12.302368,200,12276.500219793903
Sulawesi,Bone,-0.455181,1.203264,Gorontalo,0.62005,12.302368,200,1241.2345722336454
Sulawesi,Luwuk,-0.96424,12.278153,Gorontalo,0.62005,12.302368,200,175.20258387391374
Sulawesi,Mamuju,-0.268747,11.889864,Gorontalo,0.62005,12.302368,200,108.4764860558671
Sulawesi,Palopo,-0.300675,12.020264,Gorontalo,0.62005,12.302368,200,106.54172336546574
Sulawesi,Pare-Pare,-0.397929,11.965472,Gorontalo,0.62005,12.302368,200,118.64534036359082
Sulawesi,Poso,-0.138101,12.076128,Gorontalo,0.62005,12.302368,200,87.53324138444684
Sulawesi,Amurang,0.125533,12.463187,Gowa,-0.520514,11.946374,50,91.72193568628705
Sulawesi,Barru,-0.440562,11.961877,Gowa,-0.520514,11.946374,50,9.00750009743867
Sulawesi,Belopa,-0.336284,12.036455,Gowa,-0.520514,11.946374,50,22.705344373440386
Sulawesi,Bitung,0.014711,12.515311,Gowa,-0.520514,11.946374,50,86.68094111486566
Sulawesi,Bulukumba,-0.525188,12.015831,Gowa,-0.520514,11.946374,50,7.748852607065092
Sulawesi,Jeneponto,-0.570104,11.972147,Gowa,-0.520514,11.946374,50,6.188547994935543
Sulawesi,Kolaka,-0.407671,12.163507,Gowa,-0.520514,11.946374,50,27.201002574808765
Sulawesi,Kotamobagu,0.72119,12.430148,Gowa,-0.520514,11.946374,50,147.48397929924306
Sulawesi,Mangkutana,-0.252535,12.082405,Gowa,-0.520514,11.946374,50,33.27654258009073
Sulawesi,Marisa,0.48671,12.207034,Gowa,-0.520514,11.946374,50,115.09085021277922
Sulawesi,Pangkep,-0.481645,11.954193,Gowa,-0.520514,11.946374,50,4.38515938288597
Sulawesi,Parigi,-0.81564,12.017009,Gowa,-0.520514,11.946374,50,33.56720397789567
Sulawesi,Polman,-0.342045,11.931694,Gowa,-0.520514,11.946374,50,19.801634768133177
Sulawesi,Sengkang,-0.414356,12.003914,Gowa,-0.520514,11.946374,50,13.372148267077566
Sulawesi,Sinjai,-0.512906,12.025357,Gowa,-0.520514,11.946374,50,8.832147410857862
Sulawesi,Takalar,-0.053974,11.943746,Gowa,-0.520514,11.946374,50,51.588167998446096
Sulawesi,Tomohon,0.129712,1.248362,Gowa,-0.520514,11.946374,50,1193.0524121467465
Sulawesi,Toraja,-0.030292,1.198819,Gowa,-0.520514,11.946374,50,1197.6222987502588
Sulawesi,Unaaha,-0.403681,12.248113,Gowa,-0.520514,11.946374,50,35.987085255569355
Sulawesi,Kendari,-0.396513,12.250127,Gowa,-0.520514,11.946374,100,36.48683203919487
Sulawesi,Makassar,-0.510404,11.946298,Gowa,-0.520514,11.946374,100,1.1179388476436802
Sulawesi,Manado,0.149518,12.486597,Gowa,-0.520514,11.946374,100,95.4227502418764
Sulawesi,Palu,-0.8232,11.988515,Gowa,-0.520514,11.946374,100,33.796445096328874
Sulawesi,Bau-Bau,-0.548159,122.58,Gowa,-0.520514,11.946374,100,12314.880079557497
Sulawesi,Bone,-0.455181,1.203264,Gowa,-0.520514,11.946374,100,1195.8961028159868
Sulawesi,Gorontalo,0.62005,12.302368,Gowa,-0.520514,11.946374,100,132.1965533123236
Sulawesi,Luwuk,-0.96424,12.278153,Gowa,-0.520514,11.946374,100,61.410082344451304
Sulawesi,Mamuju,-0.268747,11.889864,Gowa,-0.520514,11.946374,100,28.54082405117098
Sulawesi,Palopo,-0.300675,12.020264,Gowa,-0.520514,11.946374,100,25.662409854038756
Sulawesi,Pare-Pare,-0.397929,11.965472,Gowa,-0.520514,11.946374,100,13.720456270840195
Sulawesi,Poso,-0.138101,12.076128,Gowa,-0.520514,11.946374,100,44.68390990269124
Sulawesi,Amurang,0.125533,12.463187,Jeneponto,-0.570104,11.972147,50,94.36371110305484
Sulawesi,Barru,-0.440562,11.961877,Jeneponto,-0.570104,11.972147,50,14.369571593282085
Sulawesi,Belopa,-0.336284,12.036455,Jeneponto,-0.570104,11.972147,50,26.827207510914896
Sulawesi,Bitung,0.014711,12.515311,Jeneponto,-0.570104,11.972147,50,88.52963850998171
Sulawesi,Bulukumba,-0.525188,12.015831,Jeneponto,-0.570104,11.972147,50,6.950695403867328
Sulawesi,Gowa,-0.520514,11.946374,Jeneponto,-0.570104,11.972147,50,6.188547994935543
Sulawesi,Kolaka,-0.407671,12.163507,Jeneponto,-0.570104,11.972147,50,27.862897605220525
Sulawesi,Kotamobagu,0.72119,12.430148,Jeneponto,-0.570104,11.972147,50,151.61318868004844
Sulawesi,Mangkutana,-0.252535,12.082405,Jeneponto,-0.570104,11.972147,50,37.19813923626225
Sulawesi,Marisa,0.48671,12.207034,Jeneponto,-0.570104,11.972147,50,119.74601594452011
Sulawesi,Pangkep,-0.481645,11.954193,Jeneponto,-0.570104,11.972147,50,9.983385250583849
Sulawesi,Parigi,-0.81564,12.017009,Jeneponto,-0.570104,11.972147,50,27.605422170783335
Sulawesi,Polman,-0.342045,11.931694,Jeneponto,-0.570104,11.972147,50,25.6163741874659
Sulawesi,Sengkang,-0.414356,12.003914,Jeneponto,-0.570104,11.972147,50,17.581028375681086
Sulawesi,Sinjai,-0.512906,12.025357,Jeneponto,-0.570104,11.972147,50,8.665071885527604
Sulawesi,Takalar,-0.053974,11.943746,Jeneponto,-0.570104,11.972147,50,57.15822381712426
Sulawesi,Tomohon,0.129712,1.248362,Jeneponto,-0.570104,11.972147,50,1196.255528544222
Sulawesi,Toraja,-0.030292,1.198819,Jeneponto,-0.570104,11.972147,50,1200.7450824573607
Sulawesi,Unaaha,-0.403681,12.248113,Jeneponto,-0.570104,11.972147,50,35.80938663497834
Sulawesi,Kendari,-0.396513,12.250127,Jeneponto,-0.570104,11.972147,100,36.413409313643136
Sulawesi,Makassar,-0.510404,11.946298,Jeneponto,-0.570104,11.972147,100,7.201131289573295
Sulawesi,Manado,0.149518,12.486597,Jeneponto,-0.570104,11.972147,100,98.0368743703445
Sulawesi,Palu,-0.8232,11.988515,Jeneponto,-0.570104,11.972147,100,28.045192277633568
Sulawesi,Bau-Bau,-0.548159,122.58,Jeneponto,-0.570104,11.972147,100,12311.935495267106
Sulawesi,Bone,-0.455181,1.203264,Jeneponto,-0.570104,11.972147,100,1198.8059209171724
Sulawesi,Gorontalo,0.62005,12.302368,Jeneponto,-0.570104,11.972147,100,136.63796613063076
Sulawesi,Luwuk,-0.96424,12.278153,Jeneponto,-0.570104,11.972147,100,55.312849266815476
Sulawesi,Mamuju,-0.268747,11.889864,Jeneponto,-0.570104,11.972147,100,34.55827737925753
Sulawesi,Palopo,-0.300675,12.020264,Jeneponto,-0.570104,11.972147,100,30.26959279743194
Sulawesi,Pare-Pare,-0.397929,11.965472,Jeneponto,-0.570104,11.972147,100,19.052633919440613
Sulawesi,Poso,-0.138101,12.076128,Jeneponto,-0.570104,11.972147,100,49.150801752176015
Sulawesi,Makassar,-0.510404,11.946298,Kendari,-0.396513,12.250127,1000,36.08956213651966
Sulawesi,Manado,0.149518,12.486597,Kendari,-0.396513,12.250127,1000,65.86585401307197
Sulawesi,Palu,-0.8232,11.988515,Kendari,-0.396513,12.250127,1000,55.44399317374852
Kalimantan,Ampah - Teweh ,-0.935414,114.901123,Ketapang,-0.015698,1.105215,50,12667.29367585202
Kalimantan,Barabai,-2.581936,115.390569,Ketapang,-0.015698,1.105215,50,12719.157676777979
Kalimantan,Batulicin,-3.455801,11.599749,Ketapang,-0.015698,1.105215,50,1227.941887408686
Kalimantan,Bontang-Sangata,0.505968,117.532558,Ketapang,-0.015698,1.105215,50,12960.52506938771
Kalimantan,Pangkalanbun ,-2.684718,111.631067,Ketapang,-0.015698,1.105215,50,12300.948803982998
Kalimantan,Penajam-Grogot,-1.905754,116.197743,Ketapang,-0.015698,1.105215,50,12810.313559961513
Kalimantan,Rantau,-2.934015,11.514198,Ketapang,-0.015698,1.105215,50,1202.3288293975115
Kalimantan,Singkawang,0.906,1.089872,Ketapang,-0.015698,1.105215,50,101.93048220370802
Kalimantan,Sintang,-0.1378,1.128106,Ketapang,-0.015698,1.105215,50,13.739708104665398
Kalimantan,Balikpapan,-1.249963,116.868785,Ketapang,-0.015698,1.105215,100,12885.96172840237
Kalimantan,Banjarmasin,-3.330249,114.595582,Ketapang,-0.015698,1.105215,100,12628.861731659466
Kalimantan,Berau,2.138839,117.492022,Ketapang,-0.015698,1.105215,100,12953.972492304643
Kalimantan,Bontang,0.121456,117.484766,Ketapang,-0.015698,1.105215,100,12955.30918676975
Kalimantan,Palangkaraya,-2.218321,113.900455,Ketapang,-0.015698,1.105215,100,12554.210255954453
Kalimantan,Pontianak,-0.03109,1.093425,Ketapang,-0.015698,1.105215,100,2.1492342490894933
Kalimantan,Samarinda,-0.502298,117.161801,Ketapang,-0.015698,1.105215,100,12919.222304847717
Kalimantan,Sampit,-2.538901,112.956601,Ketapang,-0.015698,1.105215,100,12448.62375220878
Kalimantan,Tarakan,0.334307,117.576925,Ketapang,-0.015698,1.105215,100,12965.528201688376
Sulawesi,Amurang,0.125533,12.463187,Kolaka,-0.407671,12.163507,50,67.7422528207005
Sulawesi,Barru,-0.440562,11.961877,Kolaka,-0.407671,12.163507,50,22.737486690036025
Sulawesi,Belopa,-0.336284,12.036455,Kolaka,-0.407671,12.163507,50,16.196752069916204
Sulawesi,Bitung,0.014711,12.515311,Kolaka,-0.407671,12.163507,50,60.95085383628543
Sulawesi,Bulukumba,-0.525188,12.015831,Kolaka,-0.407671,12.163507,50,20.954319846799965
Sulawesi,Gowa,-0.520514,11.946374,Kolaka,-0.407671,12.163507,50,27.201002574808765
Sulawesi,Jeneponto,-0.570104,11.972147,Kolaka,-0.407671,12.163507,50,27.862897605220525
Sulawesi,Kotamobagu,0.72119,12.430148,Kolaka,-0.407671,12.163507,50,128.30353525651213
Sulawesi,Mangkutana,-0.252535,12.082405,Kolaka,-0.407671,12.163507,50,19.384734221876936
Sulawesi,Marisa,0.48671,12.207034,Kolaka,-0.407671,12.163507,50,99.01417908402854
Sulawesi,Pangkep,-0.481645,11.954193,Kolaka,-0.407671,12.163507,50,24.69408135295712
Sulawesi,Parigi,-0.81564,12.017009,Kolaka,-0.407671,12.163507,50,47.967888961857284
Sulawesi,Polman,-0.342045,11.931694,Kolaka,-0.407671,12.163507,50,26.805650766822026
Sulawesi,Sengkang,-0.414356,12.003914,Kolaka,-0.407671,12.163507,50,17.78072905611018
Sulawesi,Sinjai,-0.512906,12.025357,Kolaka,-0.407671,12.163507,50,19.284583533982534
Sulawesi,Takalar,-0.053974,11.943746,Kolaka,-0.407671,12.163507,50,46.13064570004724
Sulawesi,Tomohon,0.129712,1.248362,Kolaka,-0.407671,12.163507,50,1216.5124696895568
Sulawesi,Toraja,-0.030292,1.198819,Kolaka,-0.407671,12.163507,50,1221.2854980748853
Sulawesi,Unaaha,-0.403681,12.248113,Kolaka,-0.407671,12.163507,50,9.428390543450387
Sulawesi,Kendari,-0.396513,12.250127,Kolaka,-0.407671,12.163507,100,9.720873481194669
Sulawesi,Makassar,-0.510404,11.946298,Kolaka,-0.407671,12.163507,100,26.71435365080762
Sulawesi,Manado,0.149518,12.486597,Kolaka,-0.407671,12.163507,100,71.3403105602224
Sulawesi,Palu,-0.8232,11.988515,Kolaka,-0.407671,12.163507,100,49.90532273639442
Sulawesi,Bau-Bau,-0.548159,122.58,Kolaka,-0.407671,12.163507,100,12290.877673697365
Sulawesi,Bone,-0.455181,1.203264,Kolaka,-0.407671,12.163507,100,1220.0654826920677
Sulawesi,Gorontalo,0.62005,12.302368,Kolaka,-0.407671,12.163507,100,114.6860305992097
Sulawesi,Luwuk,-0.96424,12.278153,Kolaka,-0.407671,12.163507,100,62.851478388398014
Sulawesi,Mamuju,-0.268747,11.889864,Kolaka,-0.407671,12.163507,100,34.115422757551435
Sulawesi,Palopo,-0.300675,12.020264,Kolaka,-0.407671,12.163507,100,19.855216526044014
Sulawesi,Pare-Pare,-0.397929,11.965472,Kolaka,-0.407671,12.163507,100,22.07091769639707
Sulawesi,Poso,-0.138101,12.076128,Kolaka,-0.407671,12.163507,100,31.354423775481074
Sulawesi,Amurang,0.125533,12.463187,Kotamobagu,0.72119,12.430148,50,65.96698410548355
Sulawesi,Barru,-0.440562,11.961877,Kotamobagu,0.72119,12.430148,50,138.63312374741616
Sulawesi,Belopa,-0.336284,12.036455,Kotamobagu,0.72119,12.430148,50,124.87240382056935
Sulawesi,Bitung,0.014711,12.515311,Kotamobagu,0.72119,12.430148,50,78.69156835204257
Sulawesi,Bulukumba,-0.525188,12.015831,Kotamobagu,0.72119,12.430148,50,145.3297809435955
Sulawesi,Gowa,-0.520514,11.946374,Kotamobagu,0.72119,12.430148,50,147.48397929924306
Sulawesi,Jeneponto,-0.570104,11.972147,Kotamobagu,0.72119,12.430148,50,151.61318868004844
Sulawesi,Kolaka,-0.407671,12.163507,Kotamobagu,0.72119,12.430148,50,128.30353525651213
Sulawesi,Mangkutana,-0.252535,12.082405,Kotamobagu,0.72119,12.430148,50,114.41615805715983
Sulawesi,Marisa,0.48671,12.207034,Kotamobagu,0.72119,12.430148,50,35.90318928820897
Sulawesi,Pangkep,-0.481645,11.954193,Kotamobagu,0.72119,12.430148,50,143.167033702819
Sulawesi,Parigi,-0.81564,12.017009,Kotamobagu,0.72119,12.430148,50,176.04699664777758
Sulawesi,Polman,-0.342045,11.931694,Kotamobagu,0.72119,12.430148,50,130.0024477045072
Sulawesi,Sengkang,-0.414356,12.003914,Kotamobagu,0.72119,12.430148,50,134.22783134841094
Sulawesi,Sinjai,-0.512906,12.025357,Kotamobagu,0.72119,12.430148,50,143.7065380772077
Sulawesi,Takalar,-0.053974,11.943746,Kotamobagu,0.72119,12.430148,50,101.38248470605099
Sulawesi,Tomohon,0.129712,1.248362,Kotamobagu,0.72119,12.430148,50,1246.428102876805
Sulawesi,Toraja,-0.030292,1.198819,Kotamobagu,0.72119,12.430148,50,1252.992597697147
Sulawesi,Unaaha,-0.403681,12.248113,Kotamobagu,0.72119,12.430148,50,126.02166012807452
Sulawesi,Kendari,-0.396513,12.250127,Kotamobagu,0.72119,12.430148,100,125.20336287977995
Sulawesi,Makassar,-0.510404,11.946298,Kotamobagu,0.72119,12.430148,100,146.44694443661857
Sulawesi,Manado,0.149518,12.486597,Kotamobagu,0.72119,12.430148,100,63.52380821382638
Sulawesi,Palu,-0.8232,11.988515,Kotamobagu,0.72119,12.430148,100,177.7052417740405
Sulawesi,Bau-Bau,-0.548159,122.58,Kotamobagu,0.72119,12.430148,100,12262.341937052166
Sulawesi,Bone,-0.455181,1.203264,Kotamobagu,0.72119,12.430148,100,1256.4969275560152
Sulawesi,Gorontalo,0.62005,12.302368,Kotamobagu,0.72119,12.430148,100,18.09355465752499
Sulawesi,Luwuk,-0.96424,12.278153,Kotamobagu,0.72119,12.430148,100,187.13178953727476
Sulawesi,Mamuju,-0.268747,11.889864,Kotamobagu,0.72119,12.430148,100,124.89602279103133
Sulawesi,Palopo,-0.300675,12.020264,Kotamobagu,0.72119,12.430148,100,121.85662549763309
Sulawesi,Pare-Pare,-0.397929,11.965472,Kotamobagu,0.72119,12.430148,100,134.12179806170525
Sulawesi,Poso,-0.138101,12.076128,Kotamobagu,0.72119,12.430148,100,102.86386958590138
Bali Nusra,Denpasar,-0.863955,11.520248,Kupang,-1.018017,12.354942,500,94.4541460394341
Bali Nusra,Lombok,-0.859373,11.615876,Kupang,-1.018017,12.354942,500,84.11105066489057
Bali Nusra,BIMA,-0.837759,11.872564,Kupang,-1.018017,12.354942,200,57.27139112246352
Bali Nusra,Maumere,-0.863907,12.227671,Kupang,-1.018017,12.354942,200,22.15975471689404
Bali Nusra,Sumbawa,-0.847856,11.740717,Kupang,-1.018017,12.354942,200,70.90809292711371
Bali Nusra,Denpasar,-0.863955,11.520248,Lombok,-0.859373,11.615876,1000,10.656115923185178
Sulawesi,Kendari,-0.396513,12.250127,Luwuk,-0.96424,12.278153,500,62.8535613933024
Sulawesi,Makassar,-0.510404,11.946298,Luwuk,-0.96424,12.278153,500,62.31191924479651
Sulawesi,Manado,0.149518,12.486597,Luwuk,-0.96424,12.278153,500,125.3198256230087
Sulawesi,Palu,-0.8232,11.988515,Luwuk,-0.96424,12.278153,500,35.812501344325575
Sulawesi,Bau-Bau,-0.548159,122.58,Luwuk,-0.96424,12.278153,200,12277.21257656418
Sulawesi,Bone,-0.455181,1.203264,Luwuk,-0.96424,12.278153,200,1234.0371707475163
Sulawesi,Gorontalo,0.62005,12.302368,Luwuk,-0.96424,12.278153,200,175.20258387391374
Sulawesi,Mamuju,-0.268747,11.889864,Luwuk,-0.96424,12.278153,200,88.2171885415256
Sulawesi,Palopo,-0.300675,12.020264,Luwuk,-0.96424,12.278153,200,78.7888837785917
Sulawesi,Pare-Pare,-0.397929,11.965472,Luwuk,-0.96424,12.278153,200,71.64206944139138
Sulawesi,Poso,-0.138101,12.076128,Luwuk,-0.96424,12.278153,200,94.07711933542318
Sulawesi,Kendari,-0.396513,12.250127,Makassar,-0.510404,11.946298,1000,36.08956213651966
Sulawesi,Manado,0.149518,12.486597,Makassar,-0.510404,11.946298,1000,94.56280537435686
Sulawesi,Palu,-0.8232,11.988515,Makassar,-0.510404,11.946298,1000,34.90501520031923
Sulawesi,Kendari,-0.396513,12.250127,Mamuju,-0.268747,11.889864,500,42.519289936055245
Sulawesi,Makassar,-0.510404,11.946298,Mamuju,-0.268747,11.889864,500,27.449577349750516
Sulawesi,Manado,0.149518,12.486597,Mamuju,-0.268747,11.889864,500,80.94232117862705
Sulawesi,Palu,-0.8232,11.988515,Mamuju,-0.268747,11.889864,500,62.283988844118134
Sulawesi,Bau-Bau,-0.548159,122.58,Mamuju,-0.268747,11.889864,200,12321.527915151206
Sulawesi,Bone,-0.455181,1.203264,Mamuju,-0.268747,11.889864,200,1189.781304643158
Sulawesi,Gorontalo,0.62005,12.302368,Mamuju,-0.268747,11.889864,200,108.4764860558671
Sulawesi,Luwuk,-0.96424,12.278153,Mamuju,-0.268747,11.889864,200,88.2171885415256
Sulawesi,Palopo,-0.300675,12.020264,Mamuju,-0.268747,11.889864,200,14.939033113519082
Sulawesi,Pare-Pare,-0.397929,11.965472,Mamuju,-0.268747,11.889864,200,16.57938991858144
Sulawesi,Poso,-0.138101,12.076128,Mamuju,-0.268747,11.889864,200,25.270860843360627
Sulawesi,Kendari,-0.396513,12.250127,Manado,0.149518,12.486597,1000,65.86585401307197
Sulawesi,Makassar,-0.510404,11.946298,Manado,0.149518,12.486597,1000,94.56280537435686
Sulawesi,Palu,-0.8232,11.988515,Manado,0.149518,12.486597,1000,121.00724968729965
Sulawesi,Amurang,0.125533,12.463187,Mangkutana,-0.252535,12.082405,50,59.5348393148543
Sulawesi,Barru,-0.440562,11.961877,Mangkutana,-0.252535,12.082405,50,24.744215269488137
Sulawesi,Belopa,-0.336284,12.036455,Mangkutana,-0.252535,12.082405,50,10.579248505417977
Sulawesi,Bitung,0.014711,12.515311,Mangkutana,-0.252535,12.082405,50,56.52946545079203
Sulawesi,Bulukumba,-0.525188,12.015831,Mangkutana,-0.252535,12.082405,50,31.045892586218613
Sulawesi,Gowa,-0.520514,11.946374,Mangkutana,-0.252535,12.082405,50,33.27654258009073
Sulawesi,Jeneponto,-0.570104,11.972147,Mangkutana,-0.252535,12.082405,50,37.19813923626225
Sulawesi,Kolaka,-0.407671,12.163507,Mangkutana,-0.252535,12.082405,50,19.384734221876936
Sulawesi,Kotamobagu,0.72119,12.430148,Mangkutana,-0.252535,12.082405,50,114.41615805715983
Sulawesi,Marisa,0.48671,12.207034,Mangkutana,-0.252535,12.082405,50,82.91047225122057
Sulawesi,Pangkep,-0.481645,11.954193,Mangkutana,-0.252535,12.082405,50,29.077328377738663
Sulawesi,Parigi,-0.81564,12.017009,Mangkutana,-0.252535,12.082405,50,62.68907248507196
Sulawesi,Polman,-0.342045,11.931694,Mangkutana,-0.252535,12.082405,50,19.478787974182357
Sulawesi,Sengkang,-0.414356,12.003914,Mangkutana,-0.252535,12.082405,50,19.912581672502764
Sulawesi,Sinjai,-0.512906,12.025357,Mangkutana,-0.252535,12.082405,50,29.48239866894537
Sulawesi,Takalar,-0.053974,11.943746,Mangkutana,-0.252535,12.082405,50,26.838511669693947
Sulawesi,Tomohon,0.129712,1.248362,Mangkutana,-0.252535,12.082405,50,1206.7776470381093
Sulawesi,Toraja,-0.030292,1.198819,Mangkutana,-0.252535,12.082405,50,1211.8000200540187
Sulawesi,Unaaha,-0.403681,12.248113,Mangkutana,-0.252535,12.082405,50,24.891425337482087
Sulawesi,Kendari,-0.396513,12.250127,Mangkutana,-0.252535,12.082405,100,24.53649776331916
Sulawesi,Makassar,-0.510404,11.946298,Mangkutana,-0.252535,12.082405,100,32.28906713241415
Sulawesi,Manado,0.149518,12.486597,Mangkutana,-0.252535,12.082405,100,63.25259304831517
Sulawesi,Palu,-0.8232,11.988515,Mangkutana,-0.252535,12.082405,100,63.96058772703792
Sulawesi,Bau-Bau,-0.548159,122.58,Mangkutana,-0.252535,12.082405,100,12300.11751740599
Sulawesi,Bone,-0.455181,1.203264,Mangkutana,-0.252535,12.082405,100,1211.2440786589373
Sulawesi,Gorontalo,0.62005,12.302368,Mangkutana,-0.252535,12.082405,100,99.54397672929719
Sulawesi,Luwuk,-0.96424,12.278153,Mangkutana,-0.252535,12.082405,100,81.6571328189564
Sulawesi,Mamuju,-0.268747,11.889864,Mangkutana,-0.252535,12.082405,100,21.508180605579003
Sulawesi,Palopo,-0.300675,12.020264,Mangkutana,-0.252535,12.082405,100,8.72843547146522
Sulawesi,Pare-Pare,-0.397929,11.965472,Mangkutana,-0.252535,12.082405,100,20.68573372259769
Sulawesi,Poso,-0.138101,12.076128,Mangkutana,-0.252535,12.082405,100,12.672736624458201
Sulawesi,Amurang,0.125533,12.463187,Marisa,0.48671,12.207034,50,49.07163272660827
Sulawesi,Barru,-0.440562,11.961877,Marisa,0.48671,12.207034,50,106.10218056634415
Sulawesi,Belopa,-0.336284,12.036455,Marisa,0.48671,12.207034,50,92.96196745949871
Sulawesi,Bitung,0.014711,12.515311,Marisa,0.48671,12.207034,50,62.4623104395445
Sulawesi,Bulukumba,-0.525188,12.015831,Marisa,0.48671,12.207034,50,113.89634344848372
Sulawesi,Gowa,-0.520514,11.946374,Marisa,0.48671,12.207034,50,115.09085021277922
Sulawesi,Jeneponto,-0.570104,11.972147,Marisa,0.48671,12.207034,50,119.74601594452011
Sulawesi,Kolaka,-0.407671,12.163507,Marisa,0.48671,12.207034,50,99.01417908402854
Sulawesi,Kotamobagu,0.72119,12.430148,Marisa,0.48671,12.207034,50,35.90318928820897
Sulawesi,Mangkutana,-0.252535,12.082405,Marisa,0.48671,12.207034,50,82.91047225122057
Sulawesi,Pangkep,-0.481645,11.954193,Marisa,0.48671,12.207034,50,110.71260009781025
Sulawesi,Parigi,-0.81564,12.017009,Marisa,0.48671,12.207034,50,145.55175753457073
Sulawesi,Polman,-0.342045,11.931694,Marisa,0.48671,12.207034,50,96.62895409812275
Sulawesi,Sengkang,-0.414356,12.003914,Marisa,0.48671,12.207034,50,102.16818523464313
Sulawesi,Sinjai,-0.512906,12.025357,Marisa,0.48671,12.207034,50,112.36679229183129
Sulawesi,Takalar,-0.053974,11.943746,Marisa,0.48671,12.207034,50,66.58333500056449
Sulawesi,Tomohon,0.129712,1.248362,Marisa,0.48671,12.207034,50,1220.5327588902826
Sulawesi,Toraja,-0.030292,1.198819,Marisa,0.48671,12.207034,50,1226.7478050744764
Sulawesi,Unaaha,-0.403681,12.248113,Marisa,0.48671,12.207034,50,98.56049925831566
Sulawesi,Kendari,-0.396513,12.250127,Marisa,0.48671,12.207034,100,97.77950547508978
Sulawesi,Makassar,-0.510404,11.946298,Marisa,0.48671,12.207034,100,114.01155878292595
Sulawesi,Manado,0.149518,12.486597,Marisa,0.48671,12.207034,100,48.56569564013404
Sulawesi,Palu,-0.8232,11.988515,Marisa,0.48671,12.207034,100,146.8707724742701
Sulawesi,Bau-Bau,-0.548159,122.58,Marisa,0.48671,12.207034,100,12287.015362725293
Sulawesi,Bone,-0.455181,1.203264,Marisa,0.48671,12.207034,100,1229.3399799498006
Sulawesi,Gorontalo,0.62005,12.302368,Marisa,0.48671,12.207034,100,18.16591680463409
Sulawesi,Luwuk,-0.96424,12.278153,Marisa,0.48671,12.207034,100,160.63306063735808
Sulawesi,Mamuju,-0.268747,11.889864,Marisa,0.48671,12.207034,100,90.68917434220685
Sulawesi,Palopo,-0.300675,12.020264,Marisa,0.48671,12.207034,100,89.51255878920541
Sulawesi,Pare-Pare,-0.397929,11.965472,Marisa,0.48671,12.207034,100,101.44710191297361
Sulawesi,Poso,-0.138101,12.076128,Marisa,0.48671,12.207034,100,70.60812533218508
Bali Nusra,Denpasar,-0.863955,11.520248,Maumere,-0.863907,12.227671,500,78.74107601741335
Bali Nusra,Lombok,-0.859373,11.615876,Maumere,-0.863907,12.227671,500,68.09890383271609
Bali Nusra,BIMA,-0.837759,11.872564,Maumere,-0.863907,12.227671,200,39.631608162786414
Bali Nusra,Kupang,-1.018017,12.354942,Maumere,-0.863907,12.227671,200,22.15975471689404
Bali Nusra,Sumbawa,-0.847856,11.740717,Maumere,-0.863907,12.227671,200,54.230514432428556
Kalimantan,Balikpapan,-1.249963,116.868785,Palangkaraya,-2.218321,113.900455,1000,347.2022496130496
Kalimantan,Banjarmasin,-3.330249,114.595582,Palangkaraya,-2.218321,113.900455,1000,145.2284571268395
Kalimantan,Berau,2.138839,117.492022,Palangkaraya,-2.218321,113.900455,1000,626.0161537984867
Kalimantan,Bontang,0.121456,117.484766,Palangkaraya,-2.218321,113.900455,1000,475.46315397948456
Kalimantan,Pontianak,-0.03109,1.093425,Palangkaraya,-2.218321,113.900455,1000,12555.449837430948
